id,city,state,population,latitude,longitude,gestation_8_duration,gestation_8_duration_closed,gestation_12_duration,gestation_12_duration_closed,gestation_16_duration,gestation_16_duration_closed,gestation_20_duration,gestation_20_duration_closed
656,West Haven,Connecticut,54927,41.270548,-72.946971,0,0,0,1,0,1,1,1
657,Brentwood,California,58968,37.931868,-121.695786,0,0,1,1,1,1,1,1
658,Paramount,California,55412,33.88946,-118.159791,0,0,0,0,0,0,0,0
659,Grand Forks,North Dakota,57011,47.925257,-97.032855,2,9,2,9,2,9,9,9
660,Georgetown,Texas,63716,30.633262,-97.677984,0,1,0,1,0,1,1,3
661,St. Peters,Missouri,56971,38.78747,-90.629892,1,1,1,1,1,1,1,1
662,Shoreline,Washington,55439,47.755966,-122.345697,0,0,0,0,0,0,0,0
663,Mount Prospect,Illinois,54747,42.066417,-87.937291,0,0,0,0,0,0,0,0
664,Hanford,California,55659,36.32745,-119.645684,1,1,1,1,1,1,1,2
665,Normal,Illinois,54373,40.514203,-88.990631,1,1,1,2,2,2,2,4
666,Rosemead,California,54908,34.080565,-118.072846,0,0,0,0,0,0,0,0
667,Lehi,Utah,58486,40.391617,-111.850766,1,1,1,1,1,10,1,10
668,Pocatello,Idaho,54441,42.871303,-112.445534,3,4,4,4,4,10,4,12
669,Highland,California,54854,34.128344,-117.208651,0,0,0,0,0,0,0,0
670,Novato,California,55530,38.10742,-122.569703,0,1,0,1,1,1,1,1
671,Port Arthur,Texas,55340,29.88495,-93.939947,2,2,2,2,2,2,2,7
672,Carson City,Nevada,54521,39.163798,-119.767403,1,4,1,4,1,4,1,4
673,San Marcos,Texas,60684,29.883275,-97.941394,0,1,0,1,0,1,1,1
674,Hendersonville,Tennessee,56018,36.304774,-86.619996,0,1,0,1,0,4,4,7
675,Elyria,Ohio,53775,41.36838,-82.107649,1,1,1,1,1,1,1,5
676,Revere,Massachusetts,53422,42.40843,-71.011995,0,0,0,0,0,0,0,0
677,Pflugerville,Texas,57122,30.454845,-97.622266,0,0,0,0,0,0,0,3
678,Greenwood,Indiana,55586,39.613658,-86.106653,0,0,0,0,0,3,0,4
679,Bellevue,Nebraska,55510,41.154362,-95.914557,0,0,0,0,0,0,0,5
680,Wheaton,Illinois,53715,41.86614,-88.107013,0,0,0,0,0,0,1,1
681,Smyrna,Georgia,56146,33.883993,-84.514376,0,0,0,0,0,0,0,0
682,Sarasota,Florida,55118,27.336435,-82.530653,0,0,0,0,0,1,0,1
683,Blue Springs,Missouri,54148,39.016951,-94.281615,0,0,0,0,0,0,0,0
684,Colton,California,54621,34.073902,-117.313655,0,0,0,0,0,0,0,0
685,Euless,Texas,54219,32.837073,-97.081954,0,0,0,0,0,0,0,6
686,Castle Rock,Colorado,55591,39.372212,-104.85609,0,0,0,1,0,1,0,1
687,Cathedral City,California,53826,33.780539,-116.466804,0,2,0,2,2,2,2,2
688,Kingsport,Tennessee,53014,36.548434,-82.561819,1,2,1,2,6,6,6,6
689,Lake Havasu City,Arizona,53553,34.483901,-114.322455,4,4,4,5,4,5,5,5
690,Pensacola,Florida,53193,30.421309,-87.216915,0,2,0,2,5,8,8,9
691,Hoboken,New Jersey,53635,40.743991,-74.032363,0,0,0,0,0,0,0,0
692,Yucaipa,California,53328,34.033625,-117.043087,0,0,0,0,0,0,0,0
693,Watsonville,California,53628,36.910231,-121.756895,0,0,0,1,1,1,1,3
694,Richland,Washington,54248,46.285691,-119.284462,0,2,0,2,0,2,2,6
695,Delano,California,52733,35.768842,-119.247054,1,2,1,2,1,2,1,2
696,Hoffman Estates,Illinois,52138,42.062992,-88.12272,0,0,0,0,0,0,0,0
697,Florissant,Missouri,52268,38.789217,-90.322614,0,0,0,0,0,0,0,0
698,Placentia,California,52495,33.871073,-117.862755,0,0,0,0,0,0,0,0
699,West New York,New Jersey,53366,40.787879,-74.014306,0,0,0,0,0,0,0,0
700,Dublin,California,57721,37.702152,-121.935792,0,0,0,0,0,0,0,0
701,Oak Park,Illinois,52287,41.885032,-87.784503,0,0,0,0,0,0,0,0
702,Peabody,Massachusetts,52504,42.527873,-70.928661,0,1,0,1,0,1,0,1
703,Perth Amboy,New Jersey,52682,40.506772,-74.265423,0,0,0,0,0,1,0,1
704,Battle Creek,Michigan,51589,42.321152,-85.179714,1,1,1,1,1,1,1,2
705,Bradenton,Florida,54437,27.498928,-82.574819,0,1,0,1,1,1,1,1
706,Gilroy,California,53231,37.005782,-121.568275,0,0,1,1,1,1,1,2
707,Milford,Connecticut,52087,41.22232,-73.0565,0,0,0,1,0,1,1,1
708,Albany,Oregon,52175,44.636511,-123.105928,1,1,1,1,2,6,2,6
709,Ankeny,Iowa,56764,41.731788,-93.600128,0,0,0,3,0,3,3,4
710,La Crosse,Wisconsin,52306,43.801356,-91.239581,4,4,4,4,4,4,4,4
711,Burlington,North Carolina,52472,36.095692,-79.437799,0,1,0,1,0,1,0,1
712,DeSoto,Texas,52486,32.5897,-96.857074,0,1,0,1,1,1,1,5
713,Harrisonburg,Virginia,52538,38.449569,-78.868915,2,3,2,3,3,3,4,4
714,Minnetonka,Minnesota,51669,44.921184,-93.468749,0,0,0,0,0,0,0,0
715,Elkhart,Indiana,52348,41.681993,-85.976667,2,3,2,3,2,3,3,3
716,Lakewood,Ohio,50656,41.481993,-81.798191,0,0,0,0,0,1,0,5
717,Glendora,California,52009,34.136119,-117.865339,0,0,0,0,0,0,0,1
718,Southaven,Mississippi,52589,34.991859,-90.002296,0,0,0,0,4,5,4,7
719,Joplin,Missouri,51818,37.084227,-94.513281,3,3,3,4,4,4,4,4
720,Enid,Oklahoma,51776,36.395589,-97.878391,2,3,3,3,3,3,3,3
721,Palm Beach Gardens,Florida,52923,26.823395,-80.138655,0,0,0,0,0,1,0,1
722,Brookhaven,Georgia,51910,33.865103,-84.336592,0,0,0,0,0,0,0,0
723,Plainfield,New Jersey,51217,40.633714,-74.407374,0,0,0,0,0,1,0,1
724,Grand Island,Nebraska,51440,40.926396,-98.342012,3,4,3,4,3,4,4,8
725,Palm Desert,California,51869,33.722245,-116.374456,0,2,0,2,2,2,2,2
726,Huntersville,North Carolina,52704,35.410694,-80.84285,0,0,0,0,0,0,0,2
727,Tigard,Oregon,51253,45.431229,-122.771486,0,0,0,0,0,4,0,4
728,Lenexa,Kansas,52490,38.953617,-94.733571,0,0,0,0,0,0,0,0
729,Kentwood,Michigan,51357,42.869473,-85.644749,0,0,0,1,0,1,0,2
730,Doral,Florida,56035,25.819542,-80.35533,0,0,0,0,0,0,0,0
731,Apple Valley,Minnesota,51221,44.731909,-93.21772,0,0,0,0,0,0,0,0
732,Grapevine,Texas,51404,32.934292,-97.078065,0,0,0,0,0,0,0,5
733,Aliso Viejo,California,50195,33.568461,-117.726298,0,0,0,0,0,0,0,0
734,Sammamish,Washington,52253,47.616268,-122.035574,0,1,0,1,1,1,1,1
735,Casa Grande,Arizona,51460,32.911003,-111.77339,1,1,1,1,1,1,1,2
736,Pinellas Park,Florida,51617,27.842803,-82.699544,0,0,0,0,0,0,0,0
737,West Sacramento,California,52721,38.580461,-121.530234,0,0,0,0,0,0,0,0
738,Burien,Washington,50467,47.466838,-122.34053,0,0,0,0,0,0,0,0
739,Commerce City,Colorado,53696,39.80832,-104.933868,0,0,0,0,0,0,0,0
740,Coral Gables,Florida,51117,25.72149,-80.268384,0,0,0,0,0,0,0,0
741,Poway,California,50157,32.962823,-117.035865,0,0,0,1,0,0,0,0
742,Edina,Minnesota,50138,44.889687,-93.349949,0,0,0,0,0,0,0,0
743,Caldwell,Idaho,51686,43.662938,-116.68736,0,1,0,8,8,10,10,10
744,Logan,Utah,50371,41.73698,-111.833836,2,2,2,2,2,13,2,14
745,Galveston,Texas,50180,29.301348,-94.797696,1,1,1,1,1,1,1,6
746,Olympia,Washington,50302,47.037874,-122.900695,0,0,0,1,1,1,1,1
747,Leesburg,Virginia,51209,39.115662,-77.563601,1,1,1,1,1,1,1,1
748,Bonita Springs,Florida,51704,26.339806,-81.778697,0,1,0,1,1,1,1,3
